id,Suburb,Type,Method,Real_Estate_Agent,Distance,Postcode,Number_of_Bedroom,Number_of_Bathroom,Number_of_Carpark,Latitude,Longitude,Median_rent_weekly
324,Armadale,u,S,Jellis,6.3,3143,2,1,1,-37.8543,145.0262,421
325,Armadale,u,S,Marshall,6.3,3143,3,2,2,-37.8552,145.016,421
326,Armadale,t,S,Jellis,6.3,3143,3,2,2,-37.854,145.0135,421
327,Armadale,h,S,Jellis,6.3,3143,3,2,2,-37.8614,145.0274,421
328,Armadale,h,S,Hodges,6.3,3143,3,1,1,-37.8592,145.0182,421
329,Armadale,t,SP,Jellis,6.3,3143,3,2,2,-37.8537,145.0267,421
330,Armadale,h,S,Marshall,6.3,3143,3,2,1,-37.8574,145.0281,421
331,Armadale,u,PI,Marshall,6.3,3143,3,2,1,-37.8543,145.0262,421
332,Armadale,h,SP,Jellis,6.3,3143,2,2,1,-37.8564,145.0228,421
333,Armadale,u,PI,hockingstuart,6.3,3143,1,1,1,-37.8619,145.0185,421
334,Armadale,u,S,hockingstuart,6.3,3143,2,1,1,-37.8574,145.0174,421
335,Armadale,h,S,Marshall,6.3,3143,2,1,0,-37.8543,145.016,421
336,Armadale,h,S,Marshall,6.3,3143,4,2,2,-37.8536,145.0173,421
337,Armadale,h,PI,RT,6.3,3143,3,2,2,-37.8545,145.0145,421
338,Armadale,h,PI,Jellis,6.3,3143,4,1,2,-37.8613,145.0264,421
339,Armadale,h,S,Marshall,6.3,3143,5,3,4,-37.8602,145.013,421
340,Armadale,u,SP,Jellis,6.3,3143,1,1,1,-37.8531,145.0115,421
341,Armadale,h,VB,Jellis,6.3,3143,2,1,2,-37.8542,145.0149,421
342,Armadale,u,SP,Greg,6.3,3143,2,1,1,-37.8573,145.0186,421
343,Armadale,u,VB,Marshall,6.3,3143,3,1,1,-37.8596,145.0198,421
344,Armadale,h,S,Marshall,6.3,3143,3,1,2,-37.8559,145.0158,421
345,Armadale,u,S,Jellis,6.3,3143,2,1,1,-37.8573,145.0186,421
346,Armadale,u,S,hockingstuart,6.3,3143,2,1,1,-37.8593,145.0156,421
347,Armadale,h,S,Marshall,6.3,3143,3,1,2,-37.8554,145.0173,421
348,Armadale,u,S,hockingstuart,6.3,3143,1,1,1,-37.8618,145.0183,421
349,Armadale,h,S,Jellis,6.3,3143,4,1,2,-37.8574,145.016,421
350,Armadale,h,VB,Kay,6.3,3143,4,3,3,-37.8582,145.0138,421
351,Armadale,t,S,Jellis,6.3,3143,3,1,2,-37.8542,145.0135,421
352,Armadale,h,S,Marshall,6.3,3143,3,2,2,-37.8557,145.0264,421
353,Armadale,u,S,Jellis,6.3,3143,2,1,1,-37.853,145.0264,421
354,Armadale,u,S,hockingstuart,6.3,3143,1,1,1,-37.8549,145.0113,421
355,Armadale,u,VB,hockingstuart,6.3,3143,2,1,1,-37.8624,145.0223,421
356,Armadale,u,S,Woodards,6.3,3143,2,1,1,-37.8603,145.0224,421
357,Armadale,u,S,Marshall,6.3,3143,1,1,0,-37.8531,145.0115,421
358,Armadale,h,S,Marshall,6.3,3143,3,1,0,-37.85911,145.01783,421
359,Armadale,h,VB,Kay,6.3,3143,4,4,2,-37.85938,145.01087,421
360,Armadale,u,VB,hockingstuart,6.3,3143,2,1,0,-37.85549,145.0163,421
361,Armadale,u,S,hockingstuart,6.3,3143,2,2,1,-37.86165,145.02148,421
362,Armadale,u,S,hockingstuart,6.3,3143,2,1,2,-37.85549,145.0163,421
363,Armadale,h,S,Marshall,6.3,3143,4,2,2,-37.85249,145.02091,421
364,Armadale,t,SP,Marshall,6.3,3143,3,3,1,-37.86109,145.01994,421
365,Armadale,h,S,Jellis,6.3,3143,2,1,1,-37.8542,145.01506,421
366,Armadale,h,S,Marshall,6.3,3143,2,2,2,-37.85425,145.01545,421
367,Armadale,h,VB,Kay,6.3,3143,4,3,2,-37.86345,145.02454,421
368,Armadale,h,S,Marshall,6.3,3143,4,2,1,-37.86325,145.02422,421
369,Armadale,h,S,Marshall,6.3,3143,3,1,2,-37.86106,145.02513,421
370,Armadale,h,VB,Jellis,6.3,3143,3,2,1,-37.85469,145.01826,421
371,Armadale,h,S,RT,6.3,3143,3,2,2,-37.85137,145.0158,421
372,Armadale,h,PI,Marshall,6.3,3143,4,3,2,-37.8604,145.01852,421
373,Ascot Vale,h,S,Nelson,5.9,3032,3,1,2,-37.7777,144.9195,381
374,Ascot Vale,u,SP,Brad,5.9,3032,2,1,1,-37.7761,144.9201,381
375,Ascot Vale,h,SP,Nelson,5.9,3032,3,2,2,-37.7777,144.9221,381
376,Ascot Vale,u,VB,Jellis,5.9,3032,2,1,1,-37.7736,144.9015,381
377,Ascot Vale,h,S,Brad,5.9,3032,4,3,1,-37.7729,144.9179,381
378,Ascot Vale,h,SP,Nelson,5.9,3032,3,2,2,-37.775,144.9091,381
379,Ascot Vale,h,PI,Nelson,5.9,3032,2,1,1,-37.7776,144.9142,381
380,Ascot Vale,h,PI,Brad,5.9,3032,6,3,2,-37.7721,144.9184,381
381,Ascot Vale,h,SP,Maddison,5.9,3032,2,1,1,-37.7745,144.9093,381
382,Ascot Vale,h,S,Nelson,5.9,3032,2,1,1,-37.7748,144.929,381
383,Ascot Vale,h,S,Nelson,5.9,3032,3,1,1,-37.7756,144.9208,381
384,Ascot Vale,h,S,Brad,5.9,3032,3,1,2,-37.7759,144.91,381
385,Ascot Vale,h,PI,Nelson,5.9,3032,2,1,1,-37.7807,144.9288,381
386,Ascot Vale,h,SP,Raine,5.9,3032,2,1,1,-37.7731,144.9206,381
387,Ascot Vale,u,S,Brad,5.9,3032,2,1,2,-37.7718,144.9066,381
388,Ascot Vale,h,S,Nelson,5.9,3032,4,1,2,-37.7819,144.9064,381
389,Ascot Vale,h,PI,Nelson,5.9,3032,2,1,1,-37.7774,144.9186,381
390,Ascot Vale,h,SP,Raine,5.9,3032,4,1,1,-37.7766,144.9143,381
391,Ascot Vale,h,S,Nelson,5.9,3032,3,1,1,-37.7725,144.9146,381
392,Ascot Vale,h,PI,Brad,5.9,3032,3,2,2,-37.7746,144.9031,381
393,Ascot Vale,h,S,Nelson,5.9,3032,3,2,2,-37.7737,144.904,381
394,Ascot Vale,u,S,Alexkarbon,5.9,3032,1,1,1,-37.7723,144.9094,381
395,Ascot Vale,h,PI,Jellis,5.9,3032,3,2,2,-37.7821,144.9055,381
396,Ascot Vale,h,S,Nelson,5.9,3032,3,2,2,-37.775,144.932,381
397,Ascot Vale,h,S,Brad,5.9,3032,3,1,1,-37.7753,144.9116,381
398,Ascot Vale,h,VB,Nelson,5.9,3032,4,2,5,-37.7791,144.9136,381
399,Ascot Vale,u,S,Biggin,5.9,3032,2,1,1,-37.773,144.9303,381
400,Ascot Vale,h,S,Raine,5.9,3032,4,3,2,-37.782,144.903,381
401,Ascot Vale,h,S,Nelson,5.9,3032,4,2,1,-37.78,144.9295,381
402,Ascot Vale,u,SP,Brad,5.9,3032,2,1,1,-37.7791,144.914,381
403,Ascot Vale,h,S,Nelson,5.9,3032,3,3,1,-37.7727,144.9136,381
404,Ascot Vale,h,SP,Brad,5.9,3032,3,1,1,-37.7765,144.9114,381
405,Ascot Vale,h,SP,Brad,5.9,3032,3,2,2,-37.7742,144.906,381
406,Ascot Vale,h,S,Raine,5.9,3032,4,2,2,-37.7757,144.9088,381
407,Ascot Vale,t,SP,Nelson,5.9,3032,2,2,1,-37.7713,144.9038,381
408,Ascot Vale,u,S,Alexkarbon,5.9,3032,2,1,1,-37.7733,144.9219,381
409,Ascot Vale,h,S,Alexkarbon,5.9,3032,3,1,2,-37.7779,144.9133,381
410,Ascot Vale,t,S,Jellis,5.9,3032,3,2,2,-37.7744,144.9035,381
411,Ascot Vale,u,S,McDonald,5.9,3032,2,1,1,-37.7749,144.9137,381
412,Ascot Vale,h,S,Nelson,5.9,3032,4,2,0,-37.7766,144.9187,381
413,Ascot Vale,h,S,Nelson,5.9,3032,3,2,1,-37.7774,144.928,381
414,Ascot Vale,h,S,Brad,5.9,3032,3,1,1,-37.777,144.9176,381
415,Ascot Vale,h,PI,Nelson,5.9,3032,4,2,1,-37.7778,144.9131,381
416,Ascot Vale,u,PI,Jellis,5.9,3032,2,1,1,-37.7731,144.9074,381
417,Ascot Vale,h,S,Jellis,5.9,3032,4,1,1,-37.7769,144.9138,381
418,Ascot Vale,h,S,Barry,5.9,3032,3,2,2,-37.7727,144.9055,381
419,Ascot Vale,h,S,Jellis,5.9,3032,3,2,2,-37.7778,144.9061,381
420,Ascot Vale,h,S,Nelson,5.9,3032,3,2,1,-37.7778,144.9042,381
421,Ascot Vale,h,S,Brad,5.9,3032,3,2,1,-37.7816,144.9217,381
422,Ascot Vale,h,PI,Nelson,5.9,3032,2,1,3,-37.7825,144.9206,381
423,Ascot Vale,h,PI,Nelson,5.9,3032,2,1,1,-37.7807,144.9285,381
424,Ascot Vale,t,S,Nelson,5.9,3032,3,2,2,-37.7766,144.9277,381
425,Ascot Vale,h,S,Barry,5.9,3032,2,1,1,-37.7768,144.9223,381
426,Ascot Vale,h,S,Stockdale,5.9,3032,3,1,1,-37.7762,144.9174,381
427,Ascot Vale,u,S,Nelson,5.9,3032,2,1,2,-37.7772,144.9118,381
428,Ascot Vale,h,S,Jellis,5.9,3032,4,2,4,-37.7774,144.9104,381
429,Maribyrnong,h,PI,Burnham,8.7,3032,3,1,2,-37.763,144.8877,381
430,Maribyrnong,t,VB,Biggin,8.7,3032,3,2,2,-37.7746,144.8798,381
431,Maribyrnong,t,SP,Biggin,8.7,3032,2,1,1,-37.7716,144.882,381
432,Maribyrnong,t,SP,Biggin,8.7,3032,3,2,2,-37.7743,144.8797,381
433,Maribyrnong,u,SP,Biggin,8.7,3032,2,1,2,-37.773,144.8806,381
434,Maribyrnong,h,S,Raine,8.7,3032,2,1,1,-37.7679,144.8935,381
435,Maribyrnong,h,S,Nelson,8.7,3032,3,1,4,-37.7707,144.8924,381
436,Maribyrnong,t,S,Nelson,8.7,3032,3,1,2,-37.7861,144.8897,381
437,Maribyrnong,u,S,Rendina,8.7,3032,3,2,2,-37.768,144.8894,381
438,Maribyrnong,t,S,Biggin,8.7,3032,2,1,2,-37.7736,144.8798,381
439,Maribyrnong,h,SP,Biggin,8.7,3032,3,1,2,-37.7823,144.887,381
440,Maribyrnong,h,S,Nelson,8.7,3032,3,2,2,-37.7662,144.8971,381
441,Maribyrnong,h,SP,Biggin,8.7,3032,5,3,2,-37.7712,144.8763,381
442,Maribyrnong,h,S,Nelson,8.7,3032,3,2,2,-37.7697,144.878,381
443,Maribyrnong,u,SP,Biggin,8.7,3032,2,1,2,-37.7706,144.8805,381
444,Maribyrnong,h,S,Biggin,8.7,3032,3,2,2,-37.7833,144.888,381
445,Maribyrnong,t,PI,Redina,8.7,3032,2,2,1,-37.7693,144.8905,381
446,Maribyrnong,t,PI,Clairmont,8.7,3032,3,2,2,-37.7855,144.8958,381
447,Maribyrnong,t,S,Jas,8.7,3032,3,1,2,-37.7677,144.8925,381
448,Maribyrnong,h,VB,Nelson,8.7,3032,4,3,8,-37.7682,144.8971,381
449,Maribyrnong,t,S,Trimson,8.7,3032,2,1,1,-37.7732,144.8927,381
450,Maribyrnong,h,SP,Raine,8.7,3032,3,2,2,-37.7737,144.8816,381
451,Maribyrnong,u,S,Raine,8.7,3032,2,2,1,-37.7853,144.8944,381
452,Maribyrnong,t,S,Nelson,8.7,3032,2,1,1,-37.7732,144.8927,381
453,Maribyrnong,u,VB,Trimson,8.7,3032,2,2,1,-37.7853,144.8999,381
454,Maribyrnong,h,VB,Nelson,8.7,3032,3,3,2,-37.773,144.8947,381
455,Maribyrnong,t,PI,Rendina,8.7,3032,2,1,2,-37.774,144.8797,381
456,Maribyrnong,h,SP,Brad,8.7,3032,3,2,2,-37.774,144.877,381
457,Maribyrnong,t,PI,Rendina,8.7,3032,2,1,2,-37.774,144.8797,381
458,Maribyrnong,h,S,Raine,8.7,3032,4,3,4,-37.7799,144.8879,381
459,Maribyrnong,h,SP,Maddison,8.7,3032,4,3,2,-37.7713,144.8937,381
460,Maribyrnong,h,S,Sweeney,8.7,3032,4,3,2,-37.7822,144.8922,381
461,Maribyrnong,u,S,Alexkarbon,8.7,3032,2,1,1,-37.7678,144.8899,381
462,Maribyrnong,h,SP,Jas,8.7,3032,4,2,2,-37.7817,144.8916,381
463,Maribyrnong,h,S,Biggin,8.7,3032,5,2,5,-37.7819,144.8901,381
464,Maribyrnong,h,S,Raine,8.7,3032,3,1,2,-37.769,144.8935,381
465,Maribyrnong,u,PI,McDonald,8.7,3032,2,2,1,-37.7853,144.8944,381
466,Maribyrnong,h,PI,Biggin,8.7,3032,3,2,2,-37.7853,144.8972,381
467,Maribyrnong,h,S,Jas,8.7,3032,3,1,1,-37.7825,144.886,381
468,Maribyrnong,h,S,Jas,8.7,3032,4,2,1,-37.7844,144.8876,381
469,Maribyrnong,h,SP,Biggin,8.7,3032,3,3,2,-37.7847,144.8962,381
470,Maribyrnong,h,S,Jellis,8.7,3032,3,2,2,-37.7848,144.8969,381
471,Maribyrnong,h,VB,Biggin,8.7,3032,3,1,4,-37.7837,144.8887,381
472,Travancore,h,S,Jellis,5.3,3032,3,2,1,-37.7813,144.9371,381
473,Travancore,h,SP,Nelson,5.3,3032,4,2,1,-37.7778,144.9346,381
474,Travancore,h,VB,Nelson,5.3,3032,3,3,2,-37.7796,144.935,381
475,Travancore,u,SP,Ray,5.3,3032,2,1,1,-37.7847,144.9383,381
476,Ascot Vale,h,S,Nelson,5.9,3032,5,3,3,-37.7822,144.9065,381
477,Ascot Vale,h,S,Nelson,5.9,3032,3,1,1,-37.7756,144.9148,381
478,Ascot Vale,h,PI,Nelson,5.9,3032,2,1,1,-37.7761,144.9165,381
479,Ascot Vale,h,PI,Jellis,5.9,3032,6,3,2,-37.7721,144.9184,381
480,Ascot Vale,t,SP,Alexkarbon,5.9,3032,4,3,2,-37.7831,144.9209,381
481,Maribyrnong,h,S,Biggin,8.7,3032,5,3,2,-37.7637,144.8843,381
482,Maribyrnong,h,S,Rendina,8.7,3032,4,3,2,-37.7641,144.8885,381
483,Travancore,u,SP,Pagan,5.3,3032,2,1,1,-37.7847,144.9383,381
484,Ascot Vale,h,PI,Biggin,4.3,3032,3,3,1,-37.77206,144.90397,381
485,Maribyrnong,u,S,Brad,4.3,3032,2,2,2,-37.77518,144.89254,381
486,Maribyrnong,h,SP,Biggin,4.3,3032,4,2,2,-37.7833,144.89717,381
487,Ascot Vale,h,SP,Rendina,4.3,3032,4,2,1,-37.77459,144.92993,381
488,Maribyrnong,u,S,Frank,4.3,3032,1,1,1,-37.76878,144.89197,381
489,Ascot Vale,h,S,Brad,4.3,3032,3,2,1,-37.77639,144.91666,381
490,Ascot Vale,h,S,Brad,4.3,3032,3,1,0,-37.77552,144.92022,381
491,Maribyrnong,t,S,Edward,4.3,3032,3,2,2,-37.78667,144.88834,381
492,Ascot Vale,h,S,Nelson,4.3,3032,3,2,1,-37.77727,144.92655,381
493,Ascot Vale,h,S,Nelson,4.3,3032,3,2,2,-37.77549,144.90865,381
494,Maribyrnong,u,S,hockingstuart,4.3,3032,2,1,1,-37.77323,144.89268,381
495,Maribyrnong,u,SP,Raine,4.3,3032,2,1,1,-37.77296,144.88057,381
496,Maribyrnong,u,S,Biggin,4.3,3032,2,1,1,-37.77367,144.88161,381
497,Maribyrnong,h,S,hockingstuart,4.3,3032,4,1,3,-37.78352,144.88981,381
498,Maribyrnong,h,SP,Biggin,4.3,3032,3,2,2,-37.77413,144.87533,381
499,Maribyrnong,t,S,Biggin,4.3,3032,3,2,2,-37.7816,144.88999,381
500,Ascot Vale,u,PI,McDonald,4.3,3032,3,2,2,-37.78258,144.91694,381
501,Ascot Vale,u,S,Brad,4.3,3032,2,1,1,-37.77341,144.9013,381
502,Ascot Vale,h,S,Jellis,4.3,3032,3,1,0,-37.77561,144.91695,381
503,Maribyrnong,u,VB,Woodards,4.3,3032,2,1,2,-37.77117,144.88041,381
504,Travancore,u,S,McGrath,4.3,3032,2,1,1,-37.78466,144.93829,381
505,Ascot Vale,t,S,Alexkarbon,4.3,3032,3,1,2,-37.78329,144.91842,381
506,Ascot Vale,h,S,Alexkarbon,4.3,3032,2,1,1,-37.77266,144.9131,381
507,Maribyrnong,t,S,Biggin,4.3,3032,3,2,2,-37.77449,144.88011,381
508,Maribyrnong,h,S,Biggin,4.3,3032,3,2,2,-37.78606,144.88459,381
509,Ascot Vale,h,PI,Nelson,4.3,3032,3,2,3,-37.7822,144.92042,381
510,Ascot Vale,u,SP,Jellis,4.3,3032,3,2,1,-37.78344,144.92183,381
511,Maribyrnong,h,S,RW,4.3,3032,4,2,2,-37.77961,144.88587,381
512,Ascot Vale,h,S,Bullen,4.3,3032,4,2,2,-37.77708,144.90914,381
513,Maribyrnong,h,SP,Jas,4.3,3032,3,1,5,-37.7657,144.89109,381
514,Ascot Vale,h,SP,Nelson,4.3,3032,2,1,0,-37.77529,144.92255,381
515,Ascot Vale,h,S,Brad,4.3,3032,3,1,2,-37.7755,144.9275,381
516,Maribyrnong,h,VB,Nelson,4.3,3032,4,2,2,-37.76485,144.88545,381
517,Ascot Vale,h,S,Nelson,4.3,3032,4,2,1,-37.77872,144.9241,381
518,Maribyrnong,h,VB,Frank,4.3,3032,3,1,1,-37.77172,144.89296,381
519,Maribyrnong,h,S,Brad,4.3,3032,3,2,2,-37.76849,144.90025,381
520,Maribyrnong,h,PI,Biggin,4.3,3032,5,2,2,-37.78461,144.88474,381
521,Maribyrnong,h,S,Rendina,4.3,3032,4,3,3,-37.77008,144.89428,381
522,Ascot Vale,h,S,Raine,4.3,3032,2,2,2,-37.7722,144.909,381
523,Ascot Vale,h,S,Nelson,4.3,3032,5,3,2,-37.7773,144.9119,381
524,Ascot Vale,h,PI,Rendina,4.3,3032,3,2,1,-37.7766,144.9143,381
525,Maribyrnong,h,SP,Biggin,4.3,3032,5,2,2,-37.7634,144.8859,381
526,Maribyrnong,h,PI,Sweeney,4.3,3032,2,2,3,-37.78045,144.88521,381
527,Ascot Vale,h,PI,Raine,4.3,3032,4,3,2,-37.77274,144.90328,381
528,Ascot Vale,h,S,Nelson,4.3,3032,4,1,2,-37.78034,144.92494,381
529,Maribyrnong,h,SP,Nelson,4.3,3032,3,1,2,-37.76834,144.89411,381
530,Maribyrnong,h,S,Nelson,4.3,3032,4,3,3,-37.76323,144.88825,381
531,Maribyrnong,t,SP,Biggin,4.3,3032,3,2,2,-37.7701,144.8791,381
532,Ascot Vale,h,VB,Nelson,4.3,3032,3,1,1,-37.77202,144.90731,381
533,Ascot Vale,h,PI,Rendina,4.3,3032,3,2,1,-37.77659,144.91428,381
534,Maribyrnong,h,PI,Nelson,4.3,3032,4,2,2,-37.78707,144.89842,381
535,Maribyrnong,h,S,Biggin,4.3,3032,3,2,3,-37.78419,144.88517,381
536,Ascot Vale,t,S,Brad,4.3,3032,2,2,2,-37.77558,144.90397,381
537,Ascot Vale,h,S,Jellis,4.3,3032,4,2,1,-37.77593,144.92156,381
538,Ascot Vale,h,PI,Nelson,4.3,3032,3,2,2,-37.77677,144.9128,381
539,Maribyrnong,h,SP,Sweeney,4.3,3032,2,1,1,-37.77394,144.88112,381
540,Travancore,h,S,Nelson,4.3,3032,2,1,4,-37.7778,144.93439,381
541,Ascot Vale,h,S,Brad,4.3,3032,3,2,2,-37.77748,144.90652,381
542,Maribyrnong,t,SP,Raine,4.3,3032,3,2,2,-37.77158,144.88116,381
543,Ashburton,h,S,Marshall,11.0,3147,4,3,2,-37.8669,145.0767,410
544,Ashburton,h,S,Jellis,11.0,3147,3,2,2,-37.8673,145.0688,410
545,Ashburton,t,S,Fletchers,11.0,3147,3,3,4,-37.874,145.0714,410
546,Ashburton,h,S,Jellis,11.0,3147,3,2,2,-37.8666,145.0676,410
547,Ashburton,h,PI,Marshall,11.0,3147,3,3,2,-37.8699,145.0778,410
548,Ashburton,h,S,Buxton,11.0,3147,3,1,2,-37.8685,145.0786,410
549,Ashburton,h,S,hockingstuart,11.0,3147,9,7,4,-37.8729,145.0788,410
550,Ashburton,h,S,Jellis,11.0,3147,3,2,2,-37.8675,145.0668,410
551,Ashburton,h,S,hockingstuart,11.0,3147,3,1,2,-37.8695,145.084,410
552,Ashburton,h,S,Jellis,11.0,3147,3,1,3,-37.8599,145.0815,410
553,Ashburton,h,VB,Marshall,11.0,3147,4,2,2,-37.86,145.0817,410
554,Ashburton,h,S,Jellis,11.0,3147,3,2,2,-37.8742,145.07,410
555,Ashburton,h,S,Jellis,11.0,3147,3,2,3,-37.8737,145.0695,410
556,Ashburton,h,S,Jellis,11.0,3147,5,5,2,-37.8598,145.0796,410
557,Ashburton,t,S,Jellis,11.0,3147,3,2,2,-37.8655,145.0808,410
558,Ashburton,h,S,Jellis,11.0,3147,6,4,2,-37.8714,145.073,410
559,Ashburton,h,VB,Jellis,11.0,3147,3,2,2,-37.8653,145.0897,410
560,Ashburton,h,S,Jellis,11.0,3147,4,2,4,-37.8669,145.077,410
561,Ashburton,h,S,Jellis,11.0,3147,3,2,3,-37.8619,145.0879,410
562,Ashburton,h,S,Buxton,11.0,3147,3,1,1,-37.8703,145.0774,410
563,Ashburton,h,PI,Jellis,11.0,3147,2,1,1,-37.872,145.0692,410
564,Ashburton,t,VB,Noel,11.0,3147,4,2,2,-37.8693,145.08,410
565,Ashburton,h,S,Marshall,11.0,3147,5,3,4,-37.8724,145.0758,410
566,Ashburton,h,S,Jellis,11.0,3147,4,2,3,-37.8711,145.0746,410
567,Ashburton,h,PI,hockingstuart,11.0,3147,4,2,2,-37.8664,145.0772,410
568,Ashburton,h,S,Tim,11.0,3147,4,2,2,-37.8715,145.0688,410
569,Ashburton,h,S,Marshall,11.0,3147,3,1,1,-37.8636,145.0903,410
570,Ashwood,h,SP,Purplebricks,12.2,3147,4,3,2,-37.8716,145.0999,410
571,Ashwood,h,VB,Jellis,12.2,3147,2,1,2,-37.8694,145.0944,410
572,Ashwood,h,S,Fletchers,12.2,3147,2,2,2,-37.8647,145.1023,410
573,Ashwood,t,S,hockingstuart,12.2,3147,2,1,2,-37.8662,145.109,410
574,Ashwood,h,PI,Fletchers,12.2,3147,3,2,4,-37.8675,145.106,410
575,Ashwood,h,S,Fletchers,12.2,3147,3,1,1,-37.864,145.0972,410
576,Ashwood,h,VB,Tim,12.2,3147,3,2,2,-37.8621,145.1126,410
577,Ashwood,u,S,Ray,12.2,3147,2,1,1,-37.8711,145.1017,410
578,Ashwood,h,S,Jellis,12.2,3147,3,2,3,-37.8621,145.1021,410
579,Ashwood,h,S,Buxton,12.2,3147,4,2,1,-37.8655,145.096,410
580,Ashwood,h,S,Buxton,12.2,3147,5,3,2,-37.8637,145.1024,410
581,Ashwood,u,S,Noel,12.2,3147,2,1,1,-37.8696,145.0962,410
582,Ashwood,h,S,Tim,12.2,3147,4,2,2,-37.8629,145.1097,410
583,Ashwood,u,S,hockingstuart,12.2,3147,2,1,2,-37.8709,145.102,410
584,Ashwood,h,S,Fletchers,12.2,3147,2,1,1,-37.8683,145.1082,410
585,Ashwood,h,S,Jellis,12.2,3147,3,1,1,-37.858,145.1038,410
586,Ashwood,h,S,Noel,12.2,3147,3,2,1,-37.87,145.1103,410
587,Ashwood,t,S,Jellis,12.2,3147,3,2,2,-37.8655,145.1096,410
588,Ashwood,h,VB,Buxton,12.2,3147,3,2,2,-37.8614,145.1098,410
589,Ashwood,t,S,Barry,12.2,3147,2,1,2,-37.8723,145.1089,410
590,Ashwood,h,S,Barry,12.2,3147,2,1,2,-37.8683,145.1064,410
591,Ashwood,u,S,Marshall,12.2,3147,2,1,1,-37.8677,145.0981,410
592,Ashwood,u,S,Jellis,12.2,3147,3,2,2,-37.8625,145.1083,410
593,Ashburton,h,S,Marshall,11.0,3147,4,3,2,-37.8726,145.0716,410
594,Ashburton,t,S,hockingstuart,10.2,3147,4,3,2,-37.87159,145.0795,410
595,Ashburton,h,S,Jellis,10.2,3147,4,2,2,-37.86513,145.07919,410
596,Ashwood,h,S,Jellis,10.2,3147,4,3,3,-37.85842,145.10288,410
597,Ashwood,h,S,Purplebricks,10.2,3147,3,2,2,-37.87105,145.10198,410
598,Ashburton,t,S,Jellis,10.2,3147,4,3,2,-37.87036,145.08471,410
599,Ashburton,h,S,Jellis,10.2,3147,3,2,3,-37.86516,145.07958,410
600,Ashwood,h,S,Fletchers,10.2,3147,3,1,1,-37.86173,145.11074,410
601,Ashwood,h,S,Fletchers,10.2,3147,4,2,1,-37.86162,145.11042,410
602,Ashwood,t,S,Buxton,10.2,3147,3,2,2,-37.86324,145.10289,410
603,Ashwood,h,S,Jellis,10.2,3147,4,2,3,-37.86096,145.10026,410
604,Ashburton,h,S,Jellis,10.2,3147,3,1,4,-37.87,145.08803,410
605,Ashburton,h,S,Jellis,10.2,3147,4,3,2,-37.86664,145.08597,410
606,Ashwood,h,S,Jellis,10.2,3147,3,1,2,-37.86394,145.09702,410
607,Ashburton,h,S,Jellis,10.2,3147,3,1,3,-37.8696,145.0866,410
608,Ashburton,t,VB,Jellis,10.2,3147,4,2,1,-37.86058,145.08542,410
609,Ashburton,h,S,Marshall,10.2,3147,3,2,3,-37.87253,145.0705,410
610,Ashburton,h,S,Marshall,10.2,3147,4,2,2,-37.86688,145.06925,410
611,Ashburton,h,SP,Marshall,10.2,3147,3,1,2,-37.87286,145.07412,410
612,Ashburton,h,S,Purplebricks,10.2,3147,3,1,3,-37.87044,145.08609,410
613,Ashburton,h,SP,Marshall,10.2,3147,4,2,2,-37.87364,145.07263,410
614,Ashwood,h,PI,Buxton,10.2,3147,4,2,2,-37.86138,145.09694,410
615,Ashburton,h,S,Jellis,10.2,3147,5,2,2,-37.87132,145.07267,410
616,Ashwood,h,VB,Jellis,10.2,3147,3,1,3,-37.87229,145.10489,410
617,Ashwood,h,S,hockingstuart,10.2,3147,3,2,4,-37.86131,145.09638,410
618,Ashwood,h,S,Buxton,10.2,3147,4,3,2,-37.86491,145.09752,410
619,Avondale Heights,h,S,Moonee,10.5,3034,3,1,1,-37.7677,144.8674,400
620,Avondale Heights,h,SP,Moonee,10.5,3034,3,1,1,-37.7634,144.8611,400
621,Avondale Heights,t,S,Nelson,10.5,3034,3,3,1,-37.77,144.8572,400
622,Avondale Heights,h,S,Nelson,10.5,3034,3,2,2,-37.7654,144.8655,400
623,Avondale Heights,h,S,Nelson,10.5,3034,3,1,2,-37.7591,144.8542,400
624,Avondale Heights,h,SP,Moonee,10.5,3034,3,1,1,-37.7632,144.8622,400
625,Avondale Heights,h,S,Moonee,10.5,3034,4,3,3,-37.7524,144.8714,400
626,Avondale Heights,h,S,Nelson,10.5,3034,3,1,1,-37.7691,144.8575,400
627,Avondale Heights,h,VB,Brad,10.5,3034,4,3,2,-37.7609,144.8639,400
628,Avondale Heights,h,S,Nelson,10.5,3034,3,1,1,-37.7642,144.8603,400
629,Avondale Heights,h,S,Nelson,10.5,3034,2,1,1,-37.756,144.8641,400
630,Avondale Heights,h,PI,Nelson,10.5,3034,4,2,2,-37.7649,144.8633,400
631,Avondale Heights,h,S,Edward,10.5,3034,3,1,3,-37.765,144.8578,400
632,Avondale Heights,h,S,Nelson,10.5,3034,4,2,2,-37.7573,144.8534,400
633,Avondale Heights,u,PI,Barry,10.5,3034,2,1,1,-37.7608,144.863,400
634,Avondale Heights,h,S,Nelson,10.5,3034,3,2,2,-37.7607,144.8581,400
635,Avondale Heights,h,S,Nelson,10.5,3034,4,2,1,-37.7584,144.8568,400
636,Avondale Heights,u,S,Moonee,10.5,3034,3,2,1,-37.7593,144.8561,400
637,Avondale Heights,h,SP,Nelson,10.5,3034,4,3,2,-37.7522,144.8659,400
